"id","id_parent","nome","vtype","vlink","id_artist","publishedon","views","likes","dislikes","lastupdate","recentviews","recentlikes","promoted","dead","promotedviews"
"1","0","When would it be","main","o6HFiVaK15I","101","2014-10-30","8452450","54437","661","2020-05-03 11:39:02","1471","18","n","n","0"
"2","0","Not Spring,love or Cherry Blossoms","main","ouR4nn1G9r4","100","2014-04-07","104807528","619578","12608","2020-05-03 01:44:01","44254","548","n","n","0"
"3","0","Good day","main","jeqdYqsrsA0","98","2011-02-07","41871889","322441","9863","2020-05-03 03:03:02","29350","405","n","n","0"
"4","3","Good day","alternate","va193VEo5hk","98","2011-06-08","1947229","19673","291","2020-05-03 07:42:01","313","11","n","n","0"
"6","0","You & I","main","f_iQRO5BdCM","98","2011-11-28","29156337","235975","6765","2020-05-03 03:56:02","32670","289","n","n","0"
"7","6","You & I","duplicate","NJR8Inf77Ac","98","2011-12-05","26717648","145330","4384","2020-05-03 05:34:01","10106","76","n","n","0"
"8","0","SOGYEOKDONG","main","GHu39FEFIks","98","2014-10-05","8573403","52866","1611","2020-05-03 07:45:02","1404","25","n","n","0"
"9","0","The red shoes","main","Q0xvVgKJxfs","98","2013-10-07","15817077","114987","7106","2020-05-03 07:32:02","7819","110","n","n","0"
"10","9","The red shoes","alternate","js3PTlQFakk","98","2013-10-20","2527406","22781","767","2020-05-03 07:40:02","784","20","n","n","0"
"12","0","Naui Yetnal Iyagi","main","npttud7NkL0","98","2014-05-15","20447507","128235","2628","2020-05-03 07:33:02","5967","88","n","n","0"
"14","0","Friday (ft Jang Yi-jeong)","main","EiVmQZwJhsA","98","2013-12-19","37552010","195023","3835","2020-05-03 03:18:01","18210","260","n","n","0"
"16","17","Darling","duplicate","JP9NuaxhgcM","77","2014-07-13","5175677","50681","2079","2020-05-03 07:34:01","307","5","n","n","0"
"17","0","Darling","main","QB4dQcxgJPY","77","2014-07-13","46754350","206232","11986","2020-05-03 02:49:01","11416","73","n","n","0"
"22","0","Something","main","akPDKYwIoVk","77","2014-01-02","29689606","201911","9155","2020-05-03 03:52:01","7069","85","n","n","0"
"23","22","Something","duplicate","JO7qQ7peKeM","77","2014-01-02","17760381","154029","6285","2020-05-03 07:35:02","1588","20","n","n","0"
"24","22","Something","alternate","zVO5xTAbxm8","77","2014-01-16","25641844","293107","5429","2020-05-03 20:40:01","39738","438","n","n","0"
"25","22","Something","duplicate","Gdma5UiMaEQ","77","2014-01-16","23957346","168932","4120","2020-05-03 08:02:01","1743","7","n","n","0"
"29","0","Female President","main","xF3MC8PWgJE","77","2013-06-23","27752881","140594","10838","2020-05-03 05:37:01","6769","83","n","n","0"
"30","29","Female President","alternate","U8ybc5lM4DM","77","2013-06-28","8901964","58018","2905","2020-05-03 07:43:01","358","2","n","n","0"
"31","29","Female President","duplicate","v0f9ifrDSp8","77","2013-06-23","8566420","54044","5615","2020-05-03 07:35:02","1686","19","n","n","0"
"34","35","Expectation","duplicate","iUtGJtyoIfg","77","2013-03-13","12548101","88126","2672","2020-05-03 07:39:02","1078","4","n","n","0"
"35","0","Expectation","main","t8YXut6_56c","77","2013-03-13","42642176","202226","6583","2020-05-03 03:00:29","18366","79","n","n","0"
"36","35","Expectation","alternate","fqR2HGkjFCA","77","2013-03-17","29856229","186344","4886","2020-05-03 03:51:01","5137","67","n","n","0"
"40","41","Don't Forget Me","duplicate","w2S7ljcA7NM","77","2012-10-25","3839466","34454","710","2020-05-03 04:59:01","1956","31","n","n","0"
"41","0","Don't Forget Me","main","_H7ZG7yk5Wo","77","2012-10-25","14074383","77596","1955","2020-05-03 07:43:01","1906","11","n","n","0"
"43","0","Twinkle Twinkle","main","DWpl2CaCnVA","77","2011-03-15","17795702","102769","4637","2020-05-03 07:43:01","3787","40","n","n","0"
"44","43","Twinkle Twinkle","duplicate","EEEIN-mtN6c","77","2011-03-17","3650722","18682","863","2020-05-03 05:08:02","419","3","n","n","0"
"46","0","Give It To Me","main","p6XLNsJ9YrA","174","2013-06-10","59672066","266954","10388","2020-05-03 02:31:01","16907","122","n","n","0"
"47","46","Give It To Me","dance","jOBE9QSO9II","174","2013-06-19","12230817","61725","2211","2020-05-03 05:19:01","942","18","n","n","0"
"52","0","Loving U","main","oL2AlXWVbKU","174","2012-06-27","41042678","173158","5695","2020-05-03 03:06:01","7815","61","n","n","0"
"53","52","Loving U","dance","RK_TkMWTdiw","174","2012-07-02","13149515","58177","1885","2020-05-03 07:44:01","907","4","n","n","0"
"58","0","Alone","main","E0ZHXVp_wUE","174","2012-04-11","109535787","399614","17585","2020-05-03 01:41:01","45906","182","n","n","0"
"63","0","So Cool","main","Pj3q0ZChgFE","174","2011-08-08","64610392","217567","14943","2020-05-03 02:25:02","14541","78","n","n","0"
"64","63","So Cool","dance","UNAVw-Sbp1U","174","2011-08-18","9847094","32176","1188","2020-05-03 05:53:01","322","0","n","n","0"
"65","0","Gone not around any longer","main","JtVhwsACgTw","175","2013-01-30","41021600","192513","6480","2020-05-03 03:06:01","13814","70","n","n","0"
"66","65","Gone not around any longer","dance","DY6vTTGNc64","175","2013-02-07","2352944","20276","429","2020-05-03 05:30:01","161","6","n","n","0"
"75","1057","Touch my Body","duplicate","Q33SoblaZbU","174","2014-07-20","19516582","156692","8607","2020-05-03 07:47:02","1055","6","n","n","0"
"76","1057","Touch my Body","dance","5IT2rFeF6XQ","174","2014-07-21","23797048","102066","4629","2020-05-03 09:59:02","2857","42","n","n","0"
"85","86","I Swear","duplicate","ktEEjk3Xy3s","174","2014-08-25","25111981","149226","4109","2020-05-03 05:45:02","2374","38","n","n","0"
"86","0","I Swear","main","8PrNPhVexE4","174","2014-08-25","28711263","175373","5288","2020-05-03 03:59:01","10799","89","n","n","0"
"87","86","I Swear","dance","QFiAaqY2RpE","174","2014-08-26","10378092","54805","1271","2020-05-03 05:40:01","1379","13","n","n","0"
"93","0","How Dare You","main","DQ1hvB_L30o","174","2010-12-02","11018226","39638","1728","2020-05-03 07:48:02","1576","16","n","n","0"
"94","93","How Dare You","alternate","_P4nqBfQguU","174","2010-12-09","1316256","4643","92","2020-05-03 07:51:02","88","1","n","n","0"
"95","0","Shady Girl","main","7VpLniRbPI8","174","2010-08-24","7538602","36180","932","2020-05-03 05:46:02","2465","15","n","n","0"
"96","95","Shady Girl","alternate","znvqT0HL4p8","174","2010-09-15","1539491","5490","115","2020-05-03 05:38:01","117","4","n","n","0"
"97","0","Some","main","Y-FhDScM_2w","180","2014-02-06","75520907","529621","8220","2020-05-03 01:46:02","43962","461","n","n","0"
"102","0","PANDORA","main","g0XpNvLWimo","117","2012-08-21","37102709","151862","13584","2020-05-03 03:20:02","3607","26","n","n","0"
"103","102","PANDORA","alternate","IwzsrDrVHyY","117","2012-09-06","6190362","29476","1230","2020-05-03 07:55:01","1028","7","n","n","0"
"104","0","Jumping","main","SweXhOQPMdM","117","2011-02-19","6348425","0","0","2020-05-03 07:45:02","3273","0","n","n","0"
"106","0","MR. (japanese)","main","s2EQm6WPMHs","117","2011-03-06","32978054","0","0","2020-05-03 03:37:02","4463","0","n","n","0"
"107","122","STEP","duplicate","rFMRMPE_jdY","117","2011-09-22","2538258","0","0","2020-05-03 07:46:02","91","0","n","n","0"
"108","0","Damaged Lady","main","_vHw17-zFa4","117","2013-09-01","15762744","85899","5709","2020-05-03 07:56:01","1575","16","n","n","0"
"117","0","Day 1","main","9KVVPxexz1c","114","2014-06-25","26310993","174206","2486","2020-05-03 05:29:02","6467","68","n","n","0"
"118","117","Day 1","alternate","mirU5JFmNNk","114","2014-06-29","379848","6355","50","2020-05-03 13:46:02","42","2","n","n","0"
"122","0","STEP","main","zYoYoBtLqOY","117","2011-09-05","100762656","0","0","2020-05-03 02:06:02","17027","0","n","n","0"
"123","0","Bad Girl","main","9gQs7damTIE","78","2011-08-10","18053257","125967","18143","2020-05-03 07:50:02","1781","29","n","n","0"
"124","0","The Boys","main","6pA_Tou-DPI","78","2011-10-18","237629329","1471978","97338","2020-05-04 00:46:02","47914","618","n","n","0"
"125","0","Gee","main","U7mPqycQ0tQ","78","2009-06-08","249198129","1532753","65128","2020-05-04 00:45:02","52255","863","n","n","0"
"126","166","Visual Dreams","duplicate","fSQwCK_8VSM","78","2011-01-18","3506692","11824","938","2020-05-03 07:49:01","10","0","n","n","0"
"127","0","Chocolate Love","main","A2NkGHkqDZk","78","2009-10-21","12894536","68044","2383","2020-05-03 06:02:02","2896","31","n","n","0"
"128","0","Oh!","main","TGbwL8kSpEk","78","2010-01-26","124114625","597376","26939","2020-05-03 02:00:02","21403","293","n","n","0"
"129","0","Run Devil Run","main","q_gfD3nvh-8","78","2010-03-16","106160415","568615","22109","2020-05-03 02:04:01","19045","230","n","n","0"
"130","0","All my love is for you","main","kKAnYWNnYW8","78","2012-09-03","31175891","257019","11236","2020-05-03 03:44:02","3653","63","n","n","0"
"131","0","Oh! (Japanese)","main","tXZWudcVzEg","78","2012-09-13","43518941","217897","15587","2020-05-03 02:58:02","5329","54","n","n","0"
"132","0","Paparazzi","main","IUqP1xzRZkw","78","2012-06-14","64169291","396299","25803","2020-05-03 02:25:02","17883","143","n","n","0"
"133","0","Twinkle","main","JmM04_OgajU","79","2012-04-30","87625080","538587","35135","2020-05-03 02:09:01","11003","163","n","n","0"
"134","142","Mr. Taxi (japanese)","duplicate","Fzr2Nv8NTEE","78","2012-04-03","30948734","182388","5791","2020-05-03 03:46:01","13917","120","n","n","0"
"135","0","I got a boy","main","wq7ftOZBy0E","78","2012-12-31","229327267","1633814","120766","2020-05-04 00:46:02","39833","608","n","n","0"
"136","0","Hoot","main","F4-SxcCO5d0","78","2010-10-27","47934694","241066","13675","2020-05-03 02:48:02","8696","68","n","n","0"
"137","0","Time Machine (Japanese)","main","fj-857Q_zEU","78","2012-04-03","12390748","117704","2776","2020-05-03 07:53:01","2980","49","n","n","0"
"138","137","Time Machine (Japanese)","duplicate","Dhx_R3YtcuM","78","2012-03-18","2452776","0","0","2020-05-03 07:57:01","158","0","n","n","0"
"139","132","Paparazzi","alternate","c3-pUNhYORw","78","2012-06-22","36799354","160215","9151","2020-05-03 03:21:02","7614","50","n","n","0"
"140","132","Paparazzi","duplicate","ZXMzPTF6HYM","78","2012-06-14","9242173","63644","4091","2020-05-03 06:14:01","169","3","n","n","0"
"141","131","Oh! (Japanese)","alternate","bXf5huCVSGE","78","2012-09-18","8877729","52790","2316","2020-05-03 06:15:02","1982","19","n","n","0"
"142","0","Mr. Taxi (japanese)","main","fhseD2tRLUY","78","2011-04-25","149061353","0","0","2020-05-04 00:56:02","32327","0","n","n","0"
"143","0","Dancing Queen","main","EXZxc8GSXnI","78","2012-12-21","55091868","322666","20512","2020-05-03 02:37:01","7950","103","n","n","0"
"144","0","Genie (Japanese)","main","fYP_3QEb5Yk","78","2012-04-03","26648032","126111","4569","2020-05-03 05:33:01","15572","74","n","n","0"
"151","152","Love & Girls","duplicate","6cW9WjBTHU8","78","2013-06-23","2843324","43785","1085","2020-05-03 07:53:01","332","12","n","n","0"
"152","0","Love & Girls (japanese)","main","6ex1YkDXelo","78","2013-06-04","25277739","166762","5974","2020-05-03 05:34:01","4006","49","n","n","0"
"153","0","Flower Power (japanese)","main","jG1cIlM1juw","78","2012-10-31","45684724","249279","16832","2020-05-03 02:52:02","4758","41","n","n","0"
"154","0","Galaxy Supernova (japanese)","main","Z6FPJOgfCkc","78","2013-09-04","61726240","322571","17645","2020-05-03 02:29:02","8348","59","n","n","0"
"155","0","My oh My","main","RQy54gw-pls","78","2013-11-04","43609451","285312","16062","2020-05-03 02:58:02","3490","40","n","n","0"
"156","0","Mr.Mr.","main","Z8j_XEn9b_8","78","2014-02-28","86326121","740142","42274","2020-05-03 02:11:02","15273","205","n","n","0"
"157","124","The Boys","dance","XbDc7T8V3nQ","78","2012-03-19","8097085","46803","1270","2019-11-19 20:21:39","547","4","n","y","0"
"166","0","Visual Dreams","main","jBxW22JLUmg","78","2011-01-18","11054650","59476","4979","2020-05-03 06:22:02","1165","17","n","n","0"
"167","128","Oh!","dance","S7SYWFeaSqc","78","2010-02-04","12554040","71777","2091","2020-05-03 07:54:01","2772","142","n","n","0"
"168","129","Run Devil Run","duplicate","MON0BrDxOuw","78","2010-03-30","8057040","61519","1705","2020-05-03 08:01:01","880","15","n","n","0"
"172","136","Hoot","alternate","PfPWxK1BQFI","78","2010-11-16","20945251","83540","4079","2020-05-03 08:08:02","2585","34","n","n","0"
"176","0","Genie","main","6SwiSpudKWI","78","2010-02-25","67344711","410589","12795","2020-05-03 02:20:29","18035","231","n","n","0"
"178","153","Flower Power (japanese)","alternate","-28kGJ-w8Sg","78","2012-10-31","10841180","81403","3954","2020-05-03 07:54:01","1335","13","n","n","0"
"179","156","Mr.Mr.","dance","DMNcXwxQA7Q","78","2014-03-30","43707532","340892","11780","2020-05-03 02:57:02","8131","91","n","n","0"
"184","0","Abracadabra","main","ofwFr8o8p0Y","37","2010-08-20","36712125","211746","6798","2020-05-03 03:22:02","6705","74","n","n","0"
"185","184","Abracadabra","alternate","o4wJGWcHzVA","37","2010-08-21","31881346","161343","4199","2020-05-03 03:41:02","15665","98","n","n","0"
"186","187","Kill Bill","duplicate","8taPqxNjiz4","37","2013-07-28","643290","11822","267","2020-05-03 13:50:02","50","1","n","n","0"
"187","0","Kill Bill","main","JEWpCzdqs80","37","2013-08-02","8085192","77475","1175","2020-05-03 08:02:01","6124","93","n","n","0"
"188","0","Love Tension","main","omRLij2knRk","7","2012-08-06","9995464","64758","1953","2020-05-03 07:58:01","830","9","n","n","0"
"189","0","Volume Up","main","qsWl1--Niyg","7","2012-04-08","40372687","285584","9730","2020-05-03 03:08:01","9655","97","n","n","0"
"190","0","Ready Go","main","gy13NPM4rMs","7","2011-11-14","13459917","63132","2092","2020-05-03 07:58:01","1530","12","n","n","0"
"191","0","WHY","main","bqYWpzb65rE","7","2011-02-08","9939204","40544","1257","2020-05-03 07:59:02","813","9","n","n","0"
"192","0","I My Me Mine","main","OGvwy3qhjDM","7","2010-07-04","26977587","94356","3250","2020-05-03 05:26:01","2643","24","n","n","0"
"193","0","HuH","main","kRbIZtUS2Ag","7","2010-05-20","30315525","127649","4110","2020-05-03 03:49:01","8203","50","n","n","0"
"194","0","Heart to Heart","main","h97jt1XtnGQ","7","2011-03-28","20505362","122543","4171","2020-05-03 21:02:01","2777","28","n","n","0"
"195","0","Mirror Mirror","main","1fOG_wcV_oU","7","2011-04-04","15258608","70665","2934","2020-05-03 08:01:01","2190","22","n","n","0"
"196","0","Whatcha Doin' Today","main","4xLFxfXWDUk","7","2014-03-16","24481557","184170","10756","2020-05-03 05:36:01","890","14","n","n","0"
"197","0","Is It Poppin'?","main","DRSRpXPZVdM","7","2013-06-27","27762945","152449","7020","2020-05-03 04:19:02","2979","32","n","n","0"
"198","0","What's Your Name","main","H-IJWqIHioA","7","2013-04-25","41055434","242752","13326","2020-05-03 03:05:01","5227","57","n","n","0"
"199","0","RED","main","oTXCgR93zC8","93","2014-07-27","84750573","560679","38334","2020-05-03 02:11:02","20285","191","n","n","0"
"200","0","Hot Issue","main","nPPKwg5eQ4o","7","2010-05-11","27829693","119360","3991","2020-05-03 04:20:30","5146","60","n","n","0"
"201","0","First","main","P1L8k4KXmbs","7","2010-10-21","7799253","31220","1272","2020-05-03 06:42:02","400","3","n","n","0"
"202","0","What A Girl Wants","main","f07vXjZkfjk","7","2010-03-29","5783284","23672","662","2020-05-03 06:47:02","245","7","n","n","0"
"203","0","Change","main","G6JppjQSTh8","93","2013-01-27","38373253","225560","8140","2020-05-03 03:14:02","13496","97","n","n","0"
"204","0","Bubble Pop!","main","bw9CALKOvAI","93","2011-07-04","145418344","641904","61910","2020-05-04 00:57:02","17288","198","n","n","0"
"205","0","Ice Cream","main","QlWZluzBNxM","93","2012-10-21","109901608","489923","68317","2020-05-03 02:03:01","4630","78","n","n","0"
"206","0","Electric Shock","main","n8I8QGFA1oM","65","2012-06-11","127676899","844881","34720","2020-05-03 02:00:02","16099","245","n","n","0"
"207","196","Whatcha Doin' Today","dance","0K1fWppGvgk","7","2014-03-24","14516459","89251","1707","2020-05-03 08:00:01","2771","36","n","n","0"
"208","196","Whatcha Doin' Today","alternate","pv5bD2w456Q","7","2014-04-03","489406","7044","250","2020-05-03 13:51:02","19","2","n","n","0"
"209","198","What's Your Name","dance","t2NIqgjGri4","7","2013-04-28","3331498","23006","503","2020-05-03 06:59:02","148","6","n","n","0"
"210","204","Bubble Pop!","dance","uf0iPEjcM44","93","2011-07-11","10522581","52607","2042","2020-05-03 07:01:01","716","8","n","n","0"
"211","199","Red","dance","eexwtJ3YHgQ","93","2014-08-03","15288233","114593","1915","2020-05-03 08:04:02","2057","33","n","n","0"
"212","0","Muzik","main","aNYImwBU4f4","7","2010-04-02","16455590","56979","2109","2020-05-03 08:03:01","2451","19","n","n","0"
"218","194","Heart to Heart (Japanese)","alternate","M-XXJJFZcXg","7","2011-08-15","4766304","26005","1061","2020-05-03 07:06:02","175","4","n","n","0"
"221","0","Red Light","main","iv-8-EgPEY0","65","2014-07-02","45862470","498371","19844","2020-05-03 02:52:02","5912","113","n","n","0"
"222","0","Rum Pum Pum Pum","main","xnku4o3tRB4","65","2013-07-24","60386983","546967","24372","2020-05-03 02:30:02","13448","244","n","n","0"
"223","0","Nu Abo","main","E8ZrPFMr_nY","65","2010-05-04","34767986","205381","5429","2020-05-03 03:27:01","7454","97","n","n","0"
"224","0","LA chA TA","main","H7MHZpSNJQc","65","2009-09-02","17860050","126423","2885","2020-05-03 16:19:02","3716","63","n","n","0"
"227","0","Chu","main","Cnz2n5VcV4Q","65","2009-11-05","17629933","122947","3109","2020-05-03 15:03:02","2660","49","n","n","0"
"228","0","Danger","main","kKS12iGFyEA","65","2011-04-18","44539284","225859","9135","2020-05-03 02:55:01","4762","54","n","n","0"
"230","0","Hot Summer","main","z-rftpZ7kCY","65","2011-06-17","58205798","368277","13468","2020-05-03 02:33:01","12482","202","n","n","0"
"244","0","Gangnam Style","main","9bZkp7q19f0","158","2012-07-15","3599135346","17750384","2376183","2020-05-03 18:00:01","1569747","10933","n","n","0"
"245","244","Gangnam Style (alt.)","alternate","CH1XGdu-hzQ","158","2012-10-23","112703590","462314","81170","2020-04-16 09:57:40","63733","530","n","y","0"
"251","0","Oppa Is Just My Style | 오빤 딱 내 스타일","main","wcLNteez3c4","159","2012-08-14","761814561","2411247","499682","2020-05-04 00:40:01","74136","894","n","n","0"
"252","0","Gentleman","main","ASO_zypdnsQ","158","2013-04-13","1309076931","5980029","876025","2020-05-04 00:10:02","301500","2645","n","n","0"
"255","0","Hangover","main","HkMNOlYcpHg","160","2014-06-08","340849782","2091323","480941","2020-05-04 00:41:01","35686","516","n","n","0"
"256","0","Good Boy","main","1ZRb1we80kM","73","2014-11-20","274024933","2257382","64418","2020-05-04 00:43:01","94397","1281","n","n","0"
"258","0","1AM","main","flVkp4S8CMc","199","2014-06-09","21847849","229490","3285","2020-05-03 08:04:02","3547","57","n","n","0"
"260","0","WHO YOU?","main","doFK7Eanm3I","68","2013-11-13","114301500","738795","12773","2020-05-03 02:02:01","27928","335","n","n","0"
"261","0","Ringa Linga","main","UJfZ69MSlvY","199","2013-11-09","117348028","1018962","16853","2020-05-03 02:01:01","29638","527","n","n","0"
"262","0","Crooked","main","RKhsHGfrFmY","68","2013-09-04","180817419","1313327","32094","2020-05-04 00:50:01","49816","506","n","n","0"
"263","0","Coup d'etat","main","C8T6771Sdj8","68","2013-09-01","32981353","399504","8984","2020-05-03 03:37:02","5235","93","n","n","0"
"264","0","Crayon","main","t3ULhmadHkg","68","2012-09-16","68484840","719500","19282","2020-05-03 02:20:01","17315","290","n","n","0"
"267","0","Monster","main","btDd9rOlc2k","28","2012-06-02","87062170","615392","18129","2020-05-03 02:09:01","16073","148","n","n","0"
"268","0","Fantastic Baby","main","AAbokV76tkU","28","2012-03-06","438568469","3068948","137221","2020-05-04 00:40:02","119206","1584","n","n","0"
"278","0","Bad Boy","main","1qnV55LUFVM","28","2012-02-28","148676586","905403","22773","2020-05-04 00:56:02","22631","278","n","n","0"
"282","0","Blue","main","2GRP1rkE4O0","28","2012-02-21","153881483","908799","18969","2020-05-04 00:55:02","33222","230","n","n","0"
"284","0","Love Song","main","IKZEmLvYVF0","28","2011-04-13","55575171","385588","7555","2020-05-03 02:36:30","9707","100","n","n","0"
"285","0","Tonight","main","8d5QEWdHchk","28","2011-02-28","86440040","486077","11676","2020-05-03 02:10:02","22470","182","n","n","0"
"286","285","Tonight","dance","Ky0aN5VpZ94","28","2011-03-03","13591504","89727","1558","2020-05-03 08:02:01","2007","15","n","n","0"
"288","0","What can I do","main","8QZo5Ji43u8","170","2011-01-20","19403512","176190","3203","2020-05-03 08:03:01","1055","17","n","n","0"
"289","1049","Wedding Dress","duplicate","6uthxUVMcYw","199","2009-11-16","12106640","67213","969","2020-05-03 08:05:02","854","18","n","n","0"
"290","0","Where U At","main","BnUEC_z-ops","199","2009-10-14","15228050","80773","1543","2020-05-03 08:05:02","3062","32","n","n","0"
"291","0","Only look at me","main","3bRrGsNymUI","199","2009-08-26","16084794","112750","1753","2020-05-03 07:10:02","3772","67","n","n","0"
"292","877","Haru Haru","duplicate","8OAQ6RuYFGE","28","2009-08-26","14884618","103868","1637","2020-05-03 04:03:01","31009","323","n","n","0"
"293","876","Lies","duplicate","NeDeZUqNiVo","28","2009-08-26","16981437","118418","1537","2020-05-03 07:22:02","1965","23","n","n","0"
"294","0","Last Farewell","main","ScorpVvqLwo","28","2009-08-26","33876850","167684","3313","2020-05-03 03:31:02","12185","88","n","n","0"
"295","294","Last Farewell","duplicate","PQ3gphHww1Q","28","2009-08-26","6222574","50611","783","2020-05-03 08:06:02","2159","23","n","n","0"
"296","0","MAMACITA","main","q_krT35dgDM","189","2014-08-28","89568695","1129872","19769","2020-05-03 02:07:02","26665","476","n","n","0"
"297","0","THIS IS LOVE","main","utmykx9RUEw","189","2014-10-22","29374821","332452","4245","2020-05-03 03:54:02","7653","80","n","n","0"
"298","0","Mr. Simple","main","r6TwzSGYycM","189","2011-08-03","178630513","1319833","44101","2020-05-04 00:50:01","47826","659","n","n","0"
"299","0","Bonamana","main","tSOSxwEWFA4","189","2010-05-11","122536631","690272","17984","2020-05-03 02:01:01","26188","251","n","n","0"
"300","0","Evanesce","main","dzhOqwF8qHg","189","2014-10-27","17875041","240696","1928","2020-05-03 08:06:02","5206","105","n","n","0"
"301","0","Break Down","main","e_Nz8t3vNo8","191","2013-01-06","37654870","323620","10007","2020-05-03 03:17:02","4984","77","n","n","0"
"302","0","Sexy, Free & Single","main","gWIkiI_UmeE","189","2012-07-02","71764417","573101","19595","2020-05-03 02:19:01","11209","131","n","n","0"
"303","0","Sorry, Sorry","main","x6QA3m58DQw","189","2009-06-07","118622939","933149","24036","2020-05-03 01:52:01","41063","644","n","n","0"
"304","296","Mamacita","duplicate","TYiIpocQxL8","189","2014-09-05","3779123","157761","1103","2020-05-03 08:08:02","1178","51","n","n","0"
"305","0","Spy","main","4GpJHF0WyAE","189","2012-08-12","38641116","331841","11449","2020-05-03 03:12:01","5295","72","n","n","0"
"306","0","A-cha","main","GvTaLTTanJc","189","2011-09-26","37025819","254901","7639","2020-05-03 03:20:02","4517","65","n","n","0"
"307","0","It's You","main","7ErgffP0wVw","189","2009-06-08","35385929","229529","2970","2020-05-03 03:26:02","8623","103","n","n","0"
"308","0","Super Girl","main","pit7RS4mPI0","191","2009-09-14","38669033","162949","3996","2020-05-03 03:12:01","3965","45","n","n","0"
"309","0","Superman","main","IdFeKj798hU","189","2011-08-26","21519256","186942","3811","2020-05-03 08:17:01","3034","46","n","n","0"
"310","298","Mr. Simple","alternate","A-aOZ9UDVco","189","2011-12-20","6652841","39018","1497","2019-11-30 15:12:24","347","0","n","y","0"
"315","303","Sorry Sorry","alternate","AAWqnA8PdcY","189","2009-06-08","21876652","91794","2806","2020-05-03 21:03:01","1379","25","n","n","0"
"325","305","Spy","alternate","qFz1uK_8i9A","189","2012-08-17","1821613","39218","626","2020-05-03 08:07:02","448","10","n","n","0"
"330","306","A-cha","alternate","SH5kRtB8dHg","189","2011-09-28","2287247","27873","1424","2020-05-03 08:07:02","29","1","n","n","0"
"341","0","Gotta be you","main","zdKTgwffmdo","4","2014-05-20","51133326","507104","10069","2020-05-03 02:43:02","13173","226","n","n","0"
"342","0","Come Back Home","main","vLbfv-AAyvQ","4","2014-03-02","86449688","900251","27199","2020-05-03 02:10:02","24216","520","n","n","0"
"343","0","Missing You","main","AG0jlKdB1s0","4","2013-11-20","40873711","406116","9200","2020-05-03 03:07:01","7427","108","n","n","0"
"344","0","Do you love me","main","HRTb81FpWq0","4","2013-08-07","23804401","242417","5686","2020-05-03 10:04:01","2908","68","n","n","0"
"345","0","Falling in Love","main","zEVd9pSG85Q","4","2013-07-07","68643243","557652","19262","2020-05-03 02:20:01","16745","297","n","n","0"
"346","0","The Baddest Female","main","7LP4foN3Xs4","44","2013-05-27","47318435","559294","23355","2020-05-03 02:48:30","10916","220","n","n","0"
"347","0","I love you","main","LUrUPzLm5SI","4","2012-07-06","72089946","532218","16046","2020-05-03 02:18:01","13757","212","n","n","0"
"348","0","Ugly","main","NGe0hHvAGkc","4","2011-07-27","40137140","268871","6886","2020-05-03 03:09:02","7162","102","n","n","0"
"349","0","Hate you","main","NB5jyYD2WEw","4","2011-07-20","36378730","296053","10210","2020-05-03 03:22:02","5825","122","n","n","0"
"350","0","Lonely","main","5n4V3lGEyG4","4","2011-05-11","79897441","512932","12055","2020-05-03 02:15:02","15917","204","n","n","0"
"351","0","Don't Cry","main","ypit0NcNV-8","154","2011-04-20","18650054","166534","3241","2020-05-03 08:09:01","2160","29","n","n","0"
"352","0","Can't Nobody (english version)","main","KQEabAesufg","4","2011-04-07","13525372","118382","3392","2020-05-03 07:50:02","0","0","n","n","0"
"353","0","Don't stop the music","main","J5ekB4l-6wg","4","2010-12-02","38782612","148379","5602","2020-05-03 03:11:02","2695","41","n","n","0"
"354","0","It Hurts","main","aUiMaz4BNKw","4","2010-10-31","33948042","262353","5623","2020-05-03 03:31:01","6256","125","n","n","0"
"355","0","Can't Nobody","main","Ihi_kJJj_8A","4","2010-09-11","41225277","214981","7107","2020-05-03 03:05:01","6515","70","n","n","0"
"356","0","Go Away","main","3yW13T2sfKg","4","2010-09-09","49091944","293614","8268","2020-05-03 02:45:01","11423","132","n","n","0"
"357","0","Clap your hands","main","ZTw-UM5Jy4E","4","2010-09-08","30383790","159605","4909","2020-05-03 03:48:01","1649","24","n","n","0"
"358","1344","Fire","duplicate","I3tuZF1qizQ","4","2010-09-05","2437150","47792","590","2020-05-03 08:03:01","479","11","n","n","0"
"359","0","Fire (Street ver)","main","49AfuuRbgGo","4","2010-09-05","37336317","286688","6940","2020-05-03 03:19:01","29379","394","n","n","0"
"360","347","I Love You Dance Practice","dance","ZZEiDiDhlpI","4","2012-07-10","12926378","94847","2060","2020-05-03 08:09:02","822","27","n","n","0"
"369","345","Falling in love","dance","gceDuSLvCPU","4","2013-07-11","11356324","111334","1961","2020-05-03 08:10:01","3988","139","n","n","0"
"378","342","Come Back Home","dance","0RUvealeXZ0","4","2014-03-13","27079040","252258","4687","2020-05-03 05:22:01","6506","126","n","n","0"
"400","346","The Baddest Female","dance","5OzAqfboJ9k","44","2013-06-06","3527190","53610","831","2020-05-03 08:10:01","359","19","n","n","0"
"406","341","Gotta be you","dance","9Lk6lnTS5sU","4","2014-03-17","5921445","64426","804","2020-05-03 20:41:01","556","12","n","n","0"
"410","344","Do you love me","dance","gwVWMmcM7HQ","4","2013-08-06","7066218","78638","1301","2020-05-03 20:42:01","690","17","n","n","0"
