"id","name","members","issolo","id_parentgroup","formation","disband","kname","social","alias","id_debut","debut_actual_date","miak","miak_level","sales","gaon_obs","releases","views","releasesm"
"11","After School","female","n","0","2009","0","애프터스쿨","W=www.pledis.co.kr/html/artist/afterschool,F=pledisAS,T=pledisnews,K=After_School_(band)","애프터스쿨 BLUE;애프터스쿨 RED","0","","55914","none","117217","","a:5:{s:27:""1ST SINGLE `NEW SCHOOLGIRL`"";a:1:{s:7:""2011-01"";i:819;}s:13:""너 때문에"";a:1:{s:7:""2011-01"";i:817;}s:11:""1집 VIRGIN"";a:9:{s:7:""2011-04"";i:9984;s:7:""2011-05"";i:6422;s:7:""2011-06"";i:3310;s:7:""2011-08"";i:2700;s:7:""2011-09"";i:1957;s:7:""2011-10"";i:1891;i:2011;i:26418;s:7:""2012-01"";i:1718;s:7:""2012-06"";i:1974;}s:22:""맥시싱글 FLASHBACK"";a:3:{s:7:""2012-06"";i:14197;s:7:""2012-07"";i:1911;i:2012;i:16885;}s:9:""첫사랑"";a:2:{s:7:""2013-06"";i:10833;s:7:""2013-07"";i:1839;}}","13338","a:12:{s:7:""2011-01"";i:1636;s:7:""2011-04"";i:9984;s:7:""2011-05"";i:6422;s:7:""2011-06"";i:3310;s:7:""2011-08"";i:2700;s:7:""2011-09"";i:1957;s:7:""2011-10"";i:1891;s:7:""2012-01"";i:1718;s:7:""2012-06"";i:16171;s:7:""2012-07"";i:1911;s:7:""2013-06"";i:10833;s:7:""2013-07"";i:1839;}"
"12","Agust D","male","y","40","2016","0","민윤기","I=btssugaaa,K=Suga_(rapper)","","0","","0","none","0","","","112080","a:0:{}"
"13","Ailee","female","y","0","2011","0","에일리","K=Ailee,T=itzailee,V=FC855,VS=43,I=aileeonline","","635","","0","none","41838","","a:8:{s:10:""INVITATION"";a:7:{s:7:""2012-10"";i:3585;s:7:""2012-11"";i:2337;s:7:""2012-12"";i:1845;s:7:""2013-01"";i:1479;s:7:""2013-02"";i:814;s:7:""2013-11"";i:583;s:7:""2014-01"";i:420;}s:36:""에일리 미니 1집/INVITATION(CD)"";a:2:{s:7:""2012-11"";i:1852;s:7:""2012-12"";i:664;}s:57:""HITMAN PROJECT #1 : A TRIBUTE TO THE HITMAN, DAVID FOSTER"";a:1:{s:7:""2012-12"";i:1000;}s:14:""A'S DOLL HOUSE"";a:6:{s:7:""2013-07"";i:5812;s:7:""2013-08"";i:1829;s:7:""2013-09"";i:1151;s:7:""2013-10"";i:755;s:7:""2013-11"";i:696;s:7:""2014-01"";i:677;}s:8:""MAGAZINE"";a:3:{s:7:""2014-09"";i:2760;s:7:""2014-10"";i:2735;s:7:""2014-11"";i:756;}s:5:""VIVID"";a:3:{s:7:""2015-09"";i:2905;s:7:""2015-10"";i:1649;s:7:""2015-12"";i:476;}s:12:""A NEW EMPIRE"";a:1:{s:7:""2016-10"";i:2478;}s:9:""BUTTERFLY"";a:1:{s:7:""2019-07"";i:2580;}}","93624","a:19:{s:7:""2012-10"";i:3585;s:7:""2012-11"";i:4189;s:7:""2012-12"";i:3509;s:7:""2013-01"";i:1479;s:7:""2013-02"";i:814;s:7:""2013-11"";i:1279;s:7:""2014-01"";i:1097;s:7:""2013-07"";i:5812;s:7:""2013-08"";i:1829;s:7:""2013-09"";i:1151;s:7:""2013-10"";i:755;s:7:""2014-09"";i:2760;s:7:""2014-10"";i:2735;s:7:""2014-11"";i:756;s:7:""2015-09"";i:2905;s:7:""2015-10"";i:1649;s:7:""2015-12"";i:476;s:7:""2016-10"";i:2478;s:7:""2019-07"";i:2580;}"
"14","Akmu","coed","n","0","2012","0","악동뮤지션","K=Akdong_Musician,F=officialAKMU,W=www.yg-akmu.com,V=F36179,VS=189,I=akmu_suhyun","","1583","","0","none","70464","","a:5:{s:4:""PLAY"";a:16:{s:7:""2014-04"";i:19021;s:7:""2014-05"";i:6172;s:7:""2014-06"";i:3702;s:7:""2014-07"";i:1925;s:7:""2014-08"";i:1348;s:7:""2014-09"";i:814;s:7:""2014-10"";i:768;s:7:""2014-11"";i:1070;s:7:""2014-12"";i:856;i:2014;i:35583;s:7:""2015-01"";i:563;s:7:""2015-02"";i:456;s:7:""2015-03"";i:500;s:7:""2015-04"";i:454;s:7:""2015-06"";i:260;s:7:""2016-05"";i:532;}s:12:""콩떡빙수"";a:1:{s:7:""2015-08"";i:930;}s:29:""사춘기 상 (思春記 上)"";a:3:{s:7:""2016-05"";i:10169;s:7:""2016-06"";i:1003;s:7:""2017-01"";i:693;}s:29:""사춘기 하 (思春記 下)"";a:3:{s:7:""2017-01"";i:7250;s:7:""2017-02"";i:1045;s:7:""2017-04"";i:495;}s:26:""AKMU 3RD FULL ALBUM 항해"";a:2:{s:7:""2019-09"";i:7349;s:7:""2019-10"";i:3182;}}","136716","a:22:{s:7:""2014-04"";i:19021;s:7:""2014-05"";i:6172;s:7:""2014-06"";i:3702;s:7:""2014-07"";i:1925;s:7:""2014-08"";i:1348;s:7:""2014-09"";i:814;s:7:""2014-10"";i:768;s:7:""2014-11"";i:1070;s:7:""2014-12"";i:856;s:7:""2015-01"";i:563;s:7:""2015-02"";i:456;s:7:""2015-03"";i:500;s:7:""2015-04"";i:454;s:7:""2015-06"";i:260;s:7:""2016-05"";i:10701;s:7:""2015-08"";i:930;s:7:""2016-06"";i:1003;s:7:""2017-01"";i:7943;s:7:""2017-02"";i:1045;s:7:""2017-04"";i:495;s:7:""2019-09"";i:7349;s:7:""2019-10"";i:3182;}"
"15","Amber","female","y","65","2015","0","엠버","K=Amber_Liu_(singer),T=llama_ajol,I=ajol_llama","","1500","","0","none","15099","","a:1:{s:30:""THE 1ST MINI ALBUM `BEAUTIFUL`"";a:2:{s:7:""2015-02"";i:15620;i:2015;i:15099;}}","17385","a:1:{s:7:""2015-02"";i:15620;}"
"16","AOA","female","n","0","2012","0","에이오에이","K=AOA_(band),F=OfficialAOA,T=official_aoa,V=FEA11,VS=9,I=aoa.8","","607","","0","none","223475","","a:12:{s:13:""ANGELS` STORY"";a:2:{s:7:""2012-08"";i:936;s:7:""2013-11"";i:730;}s:8:""WANNA BE"";a:2:{s:7:""2012-10"";i:2692;s:7:""2013-11"";i:544;}s:4:""MOYA"";a:1:{s:7:""2013-07"";i:2596;}s:10:""RED MOTION"";a:1:{s:7:""2013-10"";i:3136;}s:13:""짧은 치마"";a:9:{s:7:""2014-01"";i:4611;s:7:""2014-02"";i:2712;s:7:""2014-03"";i:595;s:7:""2014-06"";i:330;s:7:""2014-07"";i:433;s:7:""2014-08"";i:498;s:7:""2015-01"";i:375;s:7:""2015-02"";i:331;s:7:""2015-07"";i:313;}s:12:""단발머리"";a:9:{s:7:""2014-06"";i:8885;s:7:""2014-07"";i:3332;s:7:""2014-08"";i:943;s:7:""2014-09"";i:631;i:2014;i:14869;s:7:""2015-01"";i:350;s:7:""2015-06"";i:277;s:7:""2015-07"";i:381;s:7:""2015-08"";i:340;}s:12:""사뿐사뿐"";a:14:{s:7:""2014-11"";i:16631;s:7:""2014-12"";i:3843;i:2014;i:20179;s:7:""2015-01"";i:881;s:7:""2015-02"";i:836;s:7:""2015-03"";i:1136;s:7:""2015-04"";i:519;s:7:""2015-06"";i:441;s:7:""2015-07"";i:644;s:7:""2015-08"";i:570;s:7:""2015-09"";i:374;s:7:""2015-10"";i:545;s:7:""2016-01"";i:441;s:7:""2016-02"";i:479;}s:12:""HEART ATTACK"";a:13:{s:7:""2015-06"";i:25271;s:7:""2015-07"";i:9059;s:7:""2015-08"";i:1941;s:7:""2015-09"";i:1181;s:7:""2015-10"";i:934;s:7:""2015-11"";i:774;s:7:""2015-12"";i:3235;i:2015;i:42164;s:7:""2016-01"";i:1115;s:7:""2016-02"";i:1532;s:7:""2016-03"";i:732;s:7:""2016-04"";i:546;s:7:""2016-05"";i:572;}s:9:""GOOD LUCK"";a:3:{s:7:""2016-05"";i:38924;s:7:""2016-06"";i:2224;i:2016;i:40282;}s:27:""AOA 1ST ALBUM ANGEL`S KNOCK"";a:3:{s:7:""2017-01"";i:32668;s:7:""2017-02"";i:987;i:2017;i:35013;}s:13:""BINGLE BANGLE"";a:2:{s:7:""2018-05"";i:14343;s:7:""2018-06"";i:7529;}s:8:""NEW MOON"";a:2:{s:7:""2019-11"";i:12509;s:7:""2019-12"";i:3044;}}","164324","a:37:{s:7:""2012-08"";i:936;s:7:""2013-11"";i:1274;s:7:""2012-10"";i:2692;s:7:""2013-07"";i:2596;s:7:""2013-10"";i:3136;s:7:""2014-01"";i:4611;s:7:""2014-02"";i:2712;s:7:""2014-03"";i:595;s:7:""2014-06"";i:9215;s:7:""2014-07"";i:3765;s:7:""2014-08"";i:1441;s:7:""2015-01"";i:1606;s:7:""2015-02"";i:1167;s:7:""2015-07"";i:10397;s:7:""2014-09"";i:631;s:7:""2015-06"";i:25989;s:7:""2015-08"";i:2851;s:7:""2014-11"";i:16631;s:7:""2014-12"";i:3843;s:7:""2015-03"";i:1136;s:7:""2015-04"";i:519;s:7:""2015-09"";i:1555;s:7:""2015-10"";i:1479;s:7:""2016-01"";i:1556;s:7:""2016-02"";i:2011;s:7:""2015-11"";i:774;s:7:""2015-12"";i:3235;s:7:""2016-03"";i:732;s:7:""2016-04"";i:546;s:7:""2016-05"";i:39496;s:7:""2016-06"";i:2224;s:7:""2017-01"";i:32668;s:7:""2017-02"";i:987;s:7:""2018-05"";i:14343;s:7:""2018-06"";i:7529;s:7:""2019-11"";i:12509;s:7:""2019-12"";i:3044;}"
"17","AOA CREAM","female","n","16","2016","0","","","","1491","","0","none","0","","","22148","a:0:{}"
"18","Apink","female","n","0","2011","0","에이핑크","K=Apink,F=Official.Apink2011,T=apink_2011,V=FDE29,VS=21,I=official.apink2011","","674","","0","none","647193","","a:13:{s:22:""SEVEN SPRINGS OF APINK"";a:13:{s:7:""2011-04"";i:2492;s:7:""2011-05"";i:4893;s:7:""2011-06"";i:895;s:7:""2011-07"";i:1039;s:7:""2012-01"";i:1325;s:7:""2014-01"";i:428;s:7:""2014-05"";i:413;s:7:""2014-06"";i:432;s:7:""2014-12"";i:504;s:7:""2015-02"";i:530;s:7:""2015-03"";i:447;s:7:""2016-04"";i:537;s:7:""2016-05"";i:576;}s:9:""SNOW PINK"";a:20:{s:7:""2011-11"";i:7991;s:7:""2011-12"";i:1287;s:7:""2012-01"";i:1925;s:7:""2012-03"";i:848;s:7:""2012-12"";i:1079;s:7:""2013-08"";i:834;s:7:""2014-01"";i:418;s:7:""2014-02"";i:511;s:7:""2014-04"";i:340;s:7:""2014-05"";i:443;s:7:""2014-06"";i:457;s:7:""2014-08"";i:401;s:7:""2014-09"";i:434;s:7:""2014-12"";i:481;s:7:""2015-01"";i:416;s:7:""2015-02"";i:477;s:7:""2015-03"";i:526;s:7:""2015-05"";i:363;s:7:""2016-04"";i:502;s:7:""2016-05"";i:535;}s:14:""1집 UNE ANNEE"";a:29:{s:7:""2012-05"";i:16816;s:7:""2012-06"";i:957;s:7:""2012-07"";i:1160;s:7:""2012-08"";i:1169;s:7:""2012-09"";i:753;s:7:""2012-10"";i:711;i:2012;i:22804;s:7:""2013-08"";i:1744;s:7:""2013-09"";i:925;s:7:""2013-10"";i:570;s:7:""2013-11"";i:526;s:7:""2013-12"";i:592;s:7:""2014-01"";i:615;s:7:""2014-02"";i:667;s:7:""2014-03"";i:650;s:7:""2014-04"";i:498;s:7:""2014-05"";i:606;s:7:""2014-06"";i:791;s:7:""2014-07"";i:511;s:7:""2014-08"";i:632;s:7:""2014-09"";i:565;s:7:""2014-10"";i:503;s:7:""2014-11"";i:527;s:7:""2014-12"";i:579;s:7:""2015-01"";i:537;s:7:""2015-02"";i:759;s:7:""2015-03"";i:681;s:7:""2015-07"";i:396;s:7:""2015-09"";i:310;}s:13:""SECRET GARDEN"";a:31:{s:7:""2013-07"";i:22523;s:7:""2013-08"";i:12817;s:7:""2013-09"";i:3809;s:7:""2013-10"";i:2731;s:7:""2013-11"";i:1715;s:7:""2013-12"";i:2431;i:2013;i:46026;s:7:""2014-01"";i:2292;s:7:""2014-02"";i:2087;s:7:""2014-03"";i:1524;s:7:""2014-04"";i:1304;s:7:""2014-05"";i:1453;s:7:""2014-06"";i:1304;s:7:""2014-07"";i:1567;s:7:""2014-08"";i:1212;s:7:""2014-09"";i:1207;s:7:""2014-10"";i:1105;s:7:""2014-11"";i:1120;s:7:""2014-12"";i:1393;i:2014;i:18101;s:7:""2015-01"";i:958;s:7:""2015-02"";i:1306;s:7:""2015-03"";i:1210;s:7:""2015-04"";i:707;s:7:""2015-05"";i:698;s:7:""2015-06"";i:389;s:7:""2015-07"";i:498;s:7:""2015-08"";i:431;s:7:""2015-09"";i:410;s:7:""2015-10"";i:513;s:7:""2016-04"";i:450;}s:12:""PINK BLOSSOM"";a:23:{s:7:""2014-03"";i:24600;s:7:""2014-04"";i:15995;s:7:""2014-05"";i:5902;s:7:""2014-06"";i:5054;s:7:""2014-07"";i:3152;s:7:""2014-08"";i:2953;s:7:""2014-09"";i:2781;s:7:""2014-10"";i:2102;s:7:""2014-11"";i:1653;s:7:""2014-12"";i:1985;i:2014;i:66139;s:7:""2015-01"";i:1410;s:7:""2015-02"";i:1646;s:7:""2015-03"";i:1311;s:7:""2015-04"";i:826;s:7:""2015-05"";i:849;s:7:""2015-06"";i:435;s:7:""2015-07"";i:540;s:7:""2015-08"";i:374;s:7:""2015-09"";i:410;s:7:""2015-10"";i:473;s:7:""2015-12"";i:517;s:7:""2016-02"";i:603;}s:8:""PINK LUV"";a:17:{s:7:""2014-11"";i:41038;s:7:""2014-12"";i:20485;i:2014;i:61523;s:7:""2015-01"";i:5060;s:7:""2015-02"";i:3281;s:7:""2015-03"";i:3004;s:7:""2015-04"";i:1676;s:7:""2015-05"";i:1426;s:7:""2015-06"";i:896;s:7:""2015-07"";i:720;s:7:""2015-08"";i:462;s:7:""2015-09"";i:514;s:7:""2015-10"";i:542;s:7:""2015-12"";i:643;i:2015;i:18212;s:7:""2016-01"";i:445;s:7:""2016-02"";i:518;}s:11:""PINK MEMORY"";a:12:{s:7:""2015-07"";i:77192;s:7:""2015-08"";i:2480;s:7:""2015-09"";i:1465;s:7:""2015-10"";i:1156;s:7:""2015-11"";i:816;s:7:""2015-12"";i:1663;i:2015;i:84772;s:7:""2016-01"";i:1223;s:7:""2016-02"";i:2291;s:7:""2016-03"";i:652;s:7:""2016-04"";i:548;s:7:""2016-05"";i:594;}s:15:""PINK REVOLUTION"";a:3:{s:7:""2016-09"";i:48013;s:7:""2016-10"";i:1631;i:2016;i:50375;}s:4:""DEAR"";a:4:{s:7:""2016-12"";i:30000;i:2016;i:30000;s:7:""2017-01"";i:1077;s:7:""2017-02"";i:480;}s:7:""PINK UP"";a:4:{s:7:""2017-06"";i:41651;s:7:""2017-07"";i:11991;s:7:""2017-08"";i:1039;i:2017;i:53675;}s:23:""기적 같은 이야기"";a:1:{s:7:""2018-04"";i:18210;}s:9:""ONE & SIX"";a:2:{s:7:""2018-07"";i:63382;i:2018;i:64030;}s:7:""PERCENT"";a:1:{s:7:""2019-01"";i:39571;}}","573346","a:61:{s:7:""2011-04"";i:2492;s:7:""2011-05"";i:4893;s:7:""2011-06"";i:895;s:7:""2011-07"";i:1039;s:7:""2012-01"";i:3250;s:7:""2014-01"";i:3753;s:7:""2014-05"";i:8817;s:7:""2014-06"";i:8038;s:7:""2014-12"";i:25427;s:7:""2015-02"";i:7999;s:7:""2015-03"";i:7179;s:7:""2016-04"";i:2037;s:7:""2016-05"";i:1705;s:7:""2011-11"";i:7991;s:7:""2011-12"";i:1287;s:7:""2012-03"";i:848;s:7:""2012-12"";i:1079;s:7:""2013-08"";i:15395;s:7:""2014-02"";i:3265;s:7:""2014-04"";i:18137;s:7:""2014-08"";i:5198;s:7:""2014-09"";i:4987;s:7:""2015-01"";i:8381;s:7:""2015-05"";i:3336;s:7:""2012-05"";i:16816;s:7:""2012-06"";i:957;s:7:""2012-07"";i:1160;s:7:""2012-08"";i:1169;s:7:""2012-09"";i:753;s:7:""2012-10"";i:711;s:7:""2013-09"";i:4734;s:7:""2013-10"";i:3301;s:7:""2013-11"";i:2241;s:7:""2013-12"";i:3023;s:7:""2014-03"";i:26774;s:7:""2014-07"";i:5230;s:7:""2014-10"";i:3710;s:7:""2014-11"";i:44338;s:7:""2015-07"";i:79346;s:7:""2015-09"";i:3109;s:7:""2013-07"";i:22523;s:7:""2015-04"";i:3209;s:7:""2015-06"";i:1720;s:7:""2015-08"";i:3747;s:7:""2015-10"";i:2684;s:7:""2015-12"";i:2823;s:7:""2016-02"";i:3412;s:7:""2016-01"";i:1668;s:7:""2015-11"";i:816;s:7:""2016-03"";i:652;s:7:""2016-09"";i:48013;s:7:""2016-10"";i:1631;s:7:""2016-12"";i:30000;s:7:""2017-01"";i:1077;s:7:""2017-02"";i:480;s:7:""2017-06"";i:41651;s:7:""2017-07"";i:11991;s:7:""2017-08"";i:1039;s:7:""2018-04"";i:18210;s:7:""2018-07"";i:63382;s:7:""2019-01"";i:39571;}"
"19","April","female","n","0","2015","0","에이프릴","K=April_(girl_group),T=april_dspmedia,F=APRIL.DSPmedia,V=FA59B,VS=78,I=official.april,Y=UCzd-QY2q6hFyNb_bn9vtWQw","","1849","","0","none","51278","","a:9:{s:25:""1ST MINI ALBUM `DREAMING`"";a:2:{s:7:""2015-08"";i:1787;s:7:""2015-09"";i:755;}s:11:""BOING BOING"";a:2:{s:7:""2015-11"";i:2000;s:7:""2015-12"";i:1803;}s:30:""WINTER SPECIAL ALBUM `SNOWMAN`"";a:2:{s:7:""2015-12"";i:2250;s:7:""2016-01"";i:1233;}s:23:""2ND MINI ALBUM `SPRING`"";a:2:{s:7:""2016-04"";i:2983;s:7:""2016-05"";i:1657;}s:24:""3RD MINI ALBUM `PRELUDE`"";a:2:{s:7:""2017-01"";i:5457;s:7:""2017-02"";i:2473;}s:25:""2ND SINGLE ALBUM `MAYDAY`"";a:3:{s:7:""2017-05"";i:3309;s:7:""2017-06"";i:3183;s:7:""2017-07"";i:758;}s:25:""4TH MINI ALBUM `ETERNITY`"";a:2:{s:7:""2017-09"";i:4471;s:7:""2017-10"";i:2927;}s:25:""5TH MINI ALBUM `THE BLUE`"";a:2:{s:7:""2018-03"";i:5996;s:7:""2018-04"";i:1166;}s:25:""6TH MINI ALBUM `THE RUBY`"";a:2:{s:7:""2018-10"";i:5292;s:7:""2018-11"";i:1778;}}","101749","a:18:{s:7:""2015-08"";i:1787;s:7:""2015-09"";i:755;s:7:""2015-11"";i:2000;s:7:""2015-12"";i:4053;s:7:""2016-01"";i:1233;s:7:""2016-04"";i:2983;s:7:""2016-05"";i:1657;s:7:""2017-01"";i:5457;s:7:""2017-02"";i:2473;s:7:""2017-05"";i:3309;s:7:""2017-06"";i:3183;s:7:""2017-07"";i:758;s:7:""2017-09"";i:4471;s:7:""2017-10"";i:2927;s:7:""2018-03"";i:5996;s:7:""2018-04"";i:1166;s:7:""2018-10"";i:5292;s:7:""2018-11"";i:1778;}"
"20","ASTRO","male","n","0","2016","0","아스트로","K=Astro_(South_Korean_band),F=offclASTRO,W=cafe.daum.net/fantagio-boys,T=offclastro,V=F6F107,VS=132,I=officialastro,Y=UCZqY2yIsAM9wh3vvMwKd27g","","1707","","0","none","595522","","a:11:{s:9:""SPRING UP"";a:12:{s:7:""2016-02"";i:7019;s:7:""2016-03"";i:7613;s:7:""2016-04"";i:5732;s:7:""2016-07"";i:642;s:7:""2016-08"";i:662;s:7:""2016-09"";i:745;s:7:""2016-10"";i:561;s:7:""2016-11"";i:677;i:2016;i:24668;s:7:""2017-01"";i:610;s:7:""2017-02"";i:756;s:7:""2017-03"";i:678;}s:12:""SUMMER VIBES"";a:7:{s:7:""2016-06"";i:9247;s:7:""2016-07"";i:11789;s:7:""2016-08"";i:2242;s:7:""2016-09"";i:6428;i:2016;i:29907;s:7:""2017-02"";i:484;s:7:""2017-03"";i:504;}s:12:""AUTUMN STORY"";a:5:{s:7:""2016-11"";i:37057;s:7:""2016-12"";i:20467;i:2016;i:57524;s:7:""2017-01"";i:6413;s:7:""2017-02"";i:456;}s:12:""WINTER DREAM"";a:2:{s:7:""2017-02"";i:15632;s:7:""2017-03"";i:7569;}s:13:""DREAM PART.01"";a:5:{s:7:""2017-05"";i:77356;s:7:""2017-06"";i:1592;s:7:""2017-07"";i:1191;s:7:""2017-08"";i:5607;i:2017;i:81226;}s:13:""DREAM PART.02"";a:4:{s:7:""2017-11"";i:39308;s:7:""2017-12"";i:7677;i:2017;i:46285;s:7:""2018-01"";i:9999;}s:37:""2018 ASTRO SPECIAL SINGLE ALBUM (KIT)"";a:1:{s:7:""2018-03"";i:5870;}s:7:""RISE UP"";a:4:{s:7:""2018-07"";i:22554;s:7:""2018-08"";i:5867;s:7:""2018-09"";i:1497;s:7:""2018-10"";i:1230;}s:9:""ALL LIGHT"";a:4:{s:7:""2019-01"";i:99857;s:7:""2019-02"";i:18155;s:7:""2019-03"";i:3161;i:2019;i:126721;}s:10:""BLUE FLAME"";a:4:{s:7:""2019-11"";i:98427;s:7:""2019-12"";i:19498;i:2019;i:117925;s:7:""2020-01"";i:1147;}s:31:""ONE&ONLY (SPECIAL SINGLE ALBUM)"";a:1:{s:7:""2020-03"";i:30000;}}","153244","a:32:{s:7:""2016-02"";i:7019;s:7:""2016-03"";i:7613;s:7:""2016-04"";i:5732;s:7:""2016-07"";i:12431;s:7:""2016-08"";i:2904;s:7:""2016-09"";i:7173;s:7:""2016-10"";i:561;s:7:""2016-11"";i:37734;s:7:""2017-01"";i:7023;s:7:""2017-02"";i:17328;s:7:""2017-03"";i:8751;s:7:""2016-06"";i:9247;s:7:""2016-12"";i:20467;s:7:""2017-05"";i:77356;s:7:""2017-06"";i:1592;s:7:""2017-07"";i:1191;s:7:""2017-08"";i:5607;s:7:""2017-11"";i:39308;s:7:""2017-12"";i:7677;s:7:""2018-01"";i:9999;s:7:""2018-03"";i:5870;s:7:""2018-07"";i:22554;s:7:""2018-08"";i:5867;s:7:""2018-09"";i:1497;s:7:""2018-10"";i:1230;s:7:""2019-01"";i:99857;s:7:""2019-02"";i:18155;s:7:""2019-03"";i:3161;s:7:""2019-11"";i:98427;s:7:""2019-12"";i:19498;s:7:""2020-01"";i:1147;s:7:""2020-03"";i:30000;}"
"22","B.A.P","male","n","0","2012","0","비에이피","K=B.A.P_(South_Korean_band),V=FA49D,VS=79,T=BapJapanstaff,F=OFFICIALB.A.P","","1426","","0","none","818075","","a:16:{s:7:""WARRIOR"";a:21:{s:7:""2012-01"";i:5340;s:7:""2012-02"";i:12593;s:7:""2012-03"";i:5888;s:7:""2012-04"";i:2338;s:7:""2012-05"";i:1899;s:7:""2012-06"";i:735;s:7:""2012-07"";i:977;s:7:""2012-08"";i:798;s:7:""2012-09"";i:864;s:7:""2012-10"";i:1212;s:7:""2012-11"";i:859;s:7:""2012-12"";i:1379;i:2012;i:34882;s:7:""2013-01"";i:1074;s:7:""2013-02"";i:968;s:7:""2013-03"";i:1642;s:7:""2013-04"";i:1232;s:7:""2013-05"";i:1052;s:7:""2013-06"";i:663;s:7:""2013-07"";i:748;s:7:""2014-03"";i:568;}s:5:""POWER"";a:14:{s:7:""2012-04"";i:19998;s:7:""2012-05"";i:5911;s:7:""2012-06"";i:1982;s:7:""2012-07"";i:1045;s:7:""2012-09"";i:664;s:7:""2012-10"";i:866;s:7:""2012-11"";i:1046;s:7:""2012-12"";i:1095;i:2012;i:33255;s:7:""2013-01"";i:951;s:7:""2013-02"";i:980;s:7:""2013-03"";i:1243;s:7:""2013-04"";i:1013;s:7:""2013-06"";i:968;}s:8:""NO MERCY"";a:8:{s:7:""2012-07"";i:18090;s:7:""2012-08"";i:2036;s:7:""2012-12"";i:896;i:2012;i:22585;s:7:""2013-02"";i:1070;s:7:""2013-03"";i:848;s:7:""2013-04"";i:998;s:7:""2013-05"";i:811;}s:12:""대박사건"";a:14:{s:7:""2012-08"";i:10000;s:7:""2012-09"";i:5407;s:7:""2012-10"";i:2150;i:2012;i:17495;s:7:""2013-01"";i:3012;s:7:""2013-02"";i:1858;s:7:""2013-04"";i:2498;s:7:""2013-05"";i:1508;s:7:""2013-06"";i:858;s:7:""2013-08"";i:1463;s:7:""2013-11"";i:823;s:7:""2014-02"";i:475;s:7:""2014-04"";i:351;s:7:""2014-05"";i:391;}s:9:""하지마"";a:8:{s:7:""2012-10"";i:16406;s:7:""2012-11"";i:3584;s:7:""2012-12"";i:1649;i:2012;i:21639;s:7:""2013-01"";i:969;s:7:""2013-03"";i:1816;s:7:""2013-04"";i:921;s:7:""2013-05"";i:852;}s:8:""ONE SHOT"";a:11:{s:7:""2013-02"";i:38680;s:7:""2013-03"";i:25218;s:7:""2013-04"";i:14092;s:7:""2013-05"";i:2453;s:7:""2013-06"";i:1779;s:7:""2013-08"";i:1605;s:7:""2013-09"";i:683;s:7:""2013-12"";i:788;i:2013;i:86386;s:7:""2014-02"";i:687;s:7:""2014-04"";i:502;}s:6:""BADMAN"";a:4:{s:7:""2013-08"";i:73052;s:7:""2013-09"";i:14827;s:7:""2013-12"";i:717;i:2013;i:88989;}s:17:""FIRST SENSIBILITY"";a:5:{s:7:""2014-02"";i:91053;s:7:""2014-03"";i:12483;s:7:""2014-04"";i:934;s:7:""2014-05"";i:446;i:2014;i:106190;}s:14:""UNPLUGGED 2014"";a:2:{s:7:""2014-06"";i:29986;i:2014;i:27444;}s:6:""MATRIX"";a:3:{s:7:""2015-11"";i:80953;s:7:""2015-12"";i:17323;i:2015;i:98276;}s:8:""CARNIVAL"";a:6:{s:7:""2016-02"";i:51727;s:7:""2016-03"";i:6600;s:7:""2016-05"";i:1089;s:7:""2016-06"";i:3346;s:7:""2016-07"";i:1287;i:2016;i:64100;}s:9:""PUT'EM UP"";a:2:{s:7:""2016-08"";i:29165;i:2016;i:27297;}s:4:""NOIR"";a:3:{s:7:""2016-11"";i:51915;s:7:""2016-12"";i:897;i:2016;i:52812;}s:4:""ROSE"";a:3:{s:7:""2017-03"";i:39456;s:7:""2017-04"";i:2905;i:2017;i:43836;}s:4:""BLUE"";a:1:{s:7:""2017-09"";i:26470;}s:3:""EGO"";a:2:{s:7:""2017-12"";i:19234;s:7:""2018-01"";i:11372;}}","35382","a:43:{s:7:""2012-01"";i:5340;s:7:""2012-02"";i:12593;s:7:""2012-03"";i:5888;s:7:""2012-04"";i:22336;s:7:""2012-05"";i:7810;s:7:""2012-06"";i:2717;s:7:""2012-07"";i:20112;s:7:""2012-08"";i:12834;s:7:""2012-09"";i:6935;s:7:""2012-10"";i:20634;s:7:""2012-11"";i:5489;s:7:""2012-12"";i:5019;s:7:""2013-01"";i:6006;s:7:""2013-02"";i:43556;s:7:""2013-03"";i:30767;s:7:""2013-04"";i:20754;s:7:""2013-05"";i:6676;s:7:""2013-06"";i:4268;s:7:""2013-07"";i:748;s:7:""2014-03"";i:13051;s:7:""2013-08"";i:76120;s:7:""2013-11"";i:823;s:7:""2014-02"";i:92215;s:7:""2014-04"";i:1787;s:7:""2014-05"";i:837;s:7:""2013-09"";i:15510;s:7:""2013-12"";i:1505;s:7:""2014-06"";i:29986;s:7:""2015-11"";i:80953;s:7:""2015-12"";i:17323;s:7:""2016-02"";i:51727;s:7:""2016-03"";i:6600;s:7:""2016-05"";i:1089;s:7:""2016-06"";i:3346;s:7:""2016-07"";i:1287;s:7:""2016-08"";i:29165;s:7:""2016-11"";i:51915;s:7:""2016-12"";i:897;s:7:""2017-03"";i:39456;s:7:""2017-04"";i:2905;s:7:""2017-09"";i:26470;s:7:""2017-12"";i:19234;s:7:""2018-01"";i:11372;}"
